WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L
6,Melbourne,Australian Open,17/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Wozniacki C.,Fett J.,2,119,6095,525,3,6,6,2,7,5,2,1,Completed,1.04,10
6,Melbourne,Australian Open,17/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Linette M.,Kasatkina D.,74,25,860,1905,7,6,6,2,,,2,0,Completed,4,1.25
6,Melbourne,Australian Open,17/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Ostapenko J.,Duan Y.Y.,7,100,4901,643,6,3,3,6,6,4,2,1,Completed,1.33,3.4
6,Melbourne,Australian Open,17/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Bertens K.,Gibbs N.,32,113,1605,575,7,6,6,0,,,2,0,Completed,1.4,3
6,Melbourne,Australian Open,17/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Kanepi K.,Puig M.,79,58,782,1025,6,4,6,3,,,2,0,Completed,1.36,3.2
6,Melbourne,Australian Open,17/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Kontaveit A.,Barthel M.,33,53,1560,1068,6,3,4,6,6,3,2,1,Completed,1.4,3
6,Melbourne,Australian Open,17/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Cornet A.,Goerges J.,42,12,1215,2825,6,4,6,3,,,2,0,Completed,4.5,1.2
6,Melbourne,Australian Open,17/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Suarez Navarro C.,Babos T.,39,51,1341,1091,6,4,2,6,6,2,2,1,Completed,2,1.8
6,Melbourne,Australian Open,17/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Mertens E.,Gavrilova D.,37,23,1465,1990,7,5,6,3,,,2,0,Completed,1.8,2
6,Melbourne,Australian Open,18/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Pera B.,Konta J.,123,10,479,3185,6,4,7,5,,,2,0,Completed,6,1.12
6,Melbourne,Australian Open,18/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Strycova B.,Arruabarrena L.,24,87,1940,738,6,3,6,4,,,2,0,Completed,1.2,4.5
6,Melbourne,Australian Open,18/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Garcia C.,Vondrousova M.,8,62,4385,965,6,7,6,2,8,6,2,1,Completed,1.4,3
6,Melbourne,Australian Open,18/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Sharapova M.,Sevastova A.,48,15,1116,2600,6,1,7,6,,,2,0,Completed,1.44,2.75
6,Melbourne,Australian Open,18/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Radwanska A.,Tsurenko L.,35,43,1510,1200,2,6,7,5,6,3,2,1,Completed,1.53,2.5
6,Melbourne,Australian Open,18/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Hsieh S.W.,Muguruza G.,88,3,720,6050,7,6,6,4,,,2,0,Completed,6,1.12
6,Melbourne,Australian Open,18/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Davis L.,Petkovic A.,76,98,814,660,4,6,6,0,6,0,2,1,Completed,2.2,1.66
6,Melbourne,Australian Open,18/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Sasnovich A.,Lucic-Baroni M.,56,30,1052,1618,6,3,6,1,,,2,0,Completed,1.57,2.37
6,Melbourne,Australian Open,18/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Bogdan A.,Putintseva Y.,104,54,619,1060,1,6,6,2,6,3,2,1,Completed,2.1,1.72
6,Melbourne,Australian Open,18/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Pliskova Ka.,Haddad Maia B.,6,70,5445,890,6,1,6,1,,,2,0,Completed,1.1,7
6,Melbourne,Australian Open,18/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Safarova L.,Cirstea S.,29,36,1650,1480,6,2,6,4,,,2,0,Completed,1.36,3.25
6,Melbourne,Australian Open,18/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Kerber A.,Vekic D.,16,52,2491,1075,6,4,6,1,,,2,0,Completed,1.14,5.5
6,Melbourne,Australian Open,18/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Keys M.,Alexandrova E.,20,92,2214,709,6,0,6,1,,,2,0,Completed,1.16,5
6,Melbourne,Australian Open,18/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Osaka N.,Vesnina E.,72,19,871,2220,7,6,6,2,,,2,0,Completed,1.9,1.9
6,Melbourne,Australian Open,18/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Halep S.,Bouchard E.,1,112,6425,576,6,2,6,2,,,2,0,Completed,1.14,5.5
6,Melbourne,Australian Open,18/1/18,Grand Slam,Outdoor,Hard,2nd Round,3,Barty A.,Giorgi C.,17,71,2486,877,5,7,6,4,6,1,2,1,Completed,1.61,2.25
6,Melbourne,Australian Open,19/1/18,Grand Slam,Outdoor,Hard,3rd Round,3,Allertova D.,Linette M.,130,74,463,860,6,1,6,4,,,2,0,Completed,1.57,2.37
6,Melbourne,Australian Open,19/1/18,Grand Slam,Outdoor,Hard,3rd Round,3,Martic P.,Kumkhum L.,81,124,762,479,6,3,3,6,7,5,2,1,Completed,2.2,1.66
6,Melbourne,Australian Open,19/1/18,Grand Slam,Outdoor,Hard,3rd Round,3,Mertens E.,Cornet A.,37,42,1465,1215,7,5,6,4,,,2,0,Completed,1.5,2.62
6,Melbourne,Australian Open,19/1/18,Grand Slam,Outdoor,Hard,3rd Round,3,Svitolina E.,Kostyuk M.,4,521,5785,58,6,2,6,2,,,2,0,Completed,1.07,8
6,Melbourne,Australian Open,19/1/18,Grand Slam,Outdoor,Hard,3rd Round,3,Rybarikova M.,Bondarenko K.,21,94,2141,698,7,5,3,6,6,1,2,1,Completed,1.72,2.1
6,Melbourne,Australian Open,19/1/18,Grand Slam,Outdoor,Hard,3rd Round,3,Suarez Navarro C.,Kanepi K.,39,79,1341,782,3,6,6,1,6,3,2,1,Completed,2.75,1.44
6,Melbourne,Australian Open,19/1/18,Grand Slam,Outdoor,Hard,3rd Round,3,Kontaveit A.,Ostapenko J.,33,7,1560,4901,6,3,1,6,6,3,2,1,Completed,2.1,1.72
6,Melbourne,Australian Open,19/1/18,Grand Slam,Outdoor,Hard,3rd Round,3,Wozniacki C.,Bertens K.,2,32,6095,1605,6,4,6,3,,,2,0,Completed,1.16,5
6,Melbourne,Australian Open,20/1/18,Grand Slam,Outdoor,Hard,3rd Round,3,Keys M.,Bogdan A.,20,104,2214,619,6,3,6,4,,,2,0,Completed,1.1,7
6,Melbourne,Australian Open,20/1/18,Grand Slam,Outdoor,Hard,3rd Round,3,Halep S.,Davis L.,1,76,6425,814,4,6,6,4,15,13,2,1,Completed,1.08,8
6,Melbourne,Australian Open,20/1/18,Grand Slam,Outdoor,Hard,3rd Round,3,Pliskova Ka.,Safarova L.,6,29,5445,1650,7,6,7,5,,,2,0,Completed,1.33,3.4
6,Melbourne,Australian Open,20/1/18,Grand Slam,Outdoor,Hard,3rd Round,3,Garcia C.,Sasnovich A.,8,56,4385,1052,6,3,5,7,6,2,2,1,Completed,1.44,2.75
6,Melbourne,Australian Open,20/1/18,Grand Slam,Outdoor,Hard,3rd Round,3,Osaka N.,Barty A.,72,17,871,2486,6,4,6,2,,,2,0,Completed,3.2,1.36
6,Melbourne,Australian Open,20/1/18,Grand Slam,Outdoor,Hard,3rd Round,3,Strycova B.,Pera B.,24,123,1940,479,6,2,6,2,,,2,0,Completed,1.25,4
6,Melbourne,Australian Open,20/1/18,Grand Slam,Outdoor,Hard,3rd Round,3,Kerber A.,Sharapova M.,16,48,2491,1116,6,1,6,3,,,2,0,Completed,1.72,2.1
6,Melbourne,Australian Open,20/1/18,Grand Slam,Outdoor,Hard,3rd Round,3,Hsieh S.W.,Radwanska A.,88,35,720,1510,6,2,7,5,,,2,0,Completed,3.75,1.28
6,Melbourne,Australian Open,21/1/18,Grand Slam,Outdoor,Hard,4th Round,3,Suarez Navarro C.,Kontaveit A.,39,33,1341,1560,4,6,6,4,8,6,2,1,Completed,2.1,1.72
6,Melbourne,Australian Open,21/1/18,Grand Slam,Outdoor,Hard,4th Round,3,Wozniacki C.,Rybarikova M.,2,21,6095,2141,6,3,6,0,,,2,0,Completed,1.2,4.5
6,Melbourne,Australian Open,21/1/18,Grand Slam,Outdoor,Hard,4th Round,3,Mertens E.,Martic P.,37,81,1465,762,7,6,7,5,,,2,0,Completed,1.44,2.75
6,Melbourne,Australian Open,21/1/18,Grand Slam,Outdoor,Hard,4th Round,3,Svitolina E.,Allertova D.,4,130,5785,463,6,3,6,0,,,2,0,Completed,1.16,5
6,Melbourne,Australian Open,22/1/18,Grand Slam,Outdoor,Hard,4th Round,3,Keys M.,Garcia C.,20,8,2214,4385,6,3,6,2,,,2,0,Completed,1.57,2.37
6,Melbourne,Australian Open,22/1/18,Grand Slam,Outdoor,Hard,4th Round,3,Kerber A.,Hsieh S.W.,16,88,2491,720,4,6,7,5,6,2,2,1,Completed,1.09,7.5
6,Melbourne,Australian Open,22/1/18,Grand Slam,Outdoor,Hard,4th Round,3,Halep S.,Osaka N.,1,72,6425,871,6,3,6,2,,,2,0,Completed,1.5,2.62
6,Melbourne,Australian Open,22/1/18,Grand Slam,Outdoor,Hard,4th Round,3,Pliskova Ka.,Strycova B.,6,24,5445,1940,6,7,6,3,6,2,2,1,Completed,1.3,3.5
6,Melbourne,Australian Open,23/1/18,Grand Slam,Outdoor,Hard,Quarterfinals,3,Mertens E.,Svitolina E.,37,4,1465,5785,6,4,6,0,,,2,0,Completed,4,1.25
6,Melbourne,Australian Open,23/1/18,Grand Slam,Outdoor,Hard,Quarterfinals,3,Wozniacki C.,Suarez Navarro C.,2,39,6095,1341,6,0,6,7,6,2,2,1,Completed,1.16,5
6,Melbourne,Australian Open,24/1/18,Grand Slam,Outdoor,Hard,Quarterfinals,3,Kerber A.,Keys M.,16,20,2491,2214,6,1,6,2,,,2,0,Completed,1.57,2.37
6,Melbourne,Australian Open,24/1/18,Grand Slam,Outdoor,Hard,Quarterfinals,3,Halep S.,Pliskova Ka.,1,6,6425,5445,6,3,6,2,,,2,0,Completed,1.72,2.1
6,Melbourne,Australian Open,25/1/18,Grand Slam,Outdoor,Hard,Semifinals,3,Wozniacki C.,Mertens E.,2,37,6095,1465,6,3,7,6,,,2,0,Completed,1.44,2.75
6,Melbourne,Australian Open,25/1/18,Grand Slam,Outdoor,Hard,Semifinals,3,Halep S.,Kerber A.,1,16,6425,2491,6,3,4,6,9,7,2,1,Completed,2.1,1.72
6,Melbourne,Australian Open,27/1/18,Grand Slam,Outdoor,Hard,The Final,3,Wozniacki C.,Halep S.,2,1,6095,6425,7,6,3,6,6,4,2,1,Completed,2.2,1.66
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Barthel M.,Aiava D.,181,273,312,171,6,3,7,6,,,2,0,Completed,1.33,3.4
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Crawford S.,Davis L.,162,45,348,1218,4,6,6,3,6,0,2,1,Completed,5,1.16
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Muguruza G.,Erakovic M.,7,110,4420,582,7,5,6,4,,,2,0,Completed,1.14,5.5
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Lepchenko V.,Bertens K.,88,22,738,1956,7,5,7,6,,,2,0,Completed,2.5,1.53
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Duan Y.Y.,Sramkova R.,87,120,753,498,6,3,6,4,,,2,0,Completed,1.61,2.3
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Rogers S.,Halep S.,52,4,1089,5073,6,3,6,1,,,2,0,Completed,4.5,1.2
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Begu I.,Shvedova Y.,29,39,1502,1284,5,7,6,3,6,4,2,1,Completed,1.9,1.9
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Goerges J.,Siniakova K.,57,37,1040,1343,3,6,6,3,6,4,2,1,Completed,2.1,1.72
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Jankovic J.,Siegemund L.,54,30,1075,1502,6,1,1,6,6,4,2,1,Completed,1.57,2.37
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Puig M.,Tig P.M.,46,107,1215,598,6,0,6,1,,,2,0,Completed,1.2,4.5
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Riske A.,Brengle M.,42,69,1247,875,7,5,6,3,,,2,0,Completed,1.44,2.75
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Williams V.,Kozlova K.,17,101,2240,654,7,6,7,5,,,2,0,Completed,1.4,3
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Kucova K.,Mchale C.,80,40,778,1275,6,4,6,0,,,2,0,Completed,3.5,1.3
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Pliskova Kr.,Golubic V.,58,62,1007,991,6,3,2,6,6,4,2,1,Completed,1.72,2.1
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Fourlis J.,Tatishvili A.,414,199,82,279,6,4,6,3,,,2,0,Completed,1.61,2.3
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Cirstea S.,Khromacheva I.,78,95,799,682,6,2,6,1,,,2,0,Completed,1.57,2.37
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Parmentier P.,Doi M.,67,41,886,1270,7,5,7,5,,,2,0,Completed,2.2,1.66
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Vikhlyantseva N.,King V.,129,75,466,806,6,3,6,2,,,2,0,Completed,1.66,2.2
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Sevastova A.,Hibino N.,33,103,1425,640,6,4,,,,,1,0,Retired,1.44,2.75
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Zhang S.,Sasnovich A.,23,118,1885,501,6,0,6,3,,,2,0,Completed,1.4,3
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Vandeweghe C.,Vinci R.,35,19,1366,2210,6,1,7,6,,,2,0,Completed,1.72,2.1
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Barty A.,Beck A.,223,50,236,1120,6,4,7,5,,,2,0,Completed,1.4,3
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Pavlyuchenkova A.,Rodina E.,27,85,1620,756,6,1,7,6,,,2,0,Completed,1.2,4.5
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Voegele S.,Nara K.,112,77,550,804,2,6,6,2,6,3,2,1,Completed,2.1,1.72
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Svitolina E.,Voskoboeva G.,13,274,2895,170,6,0,6,2,,,2,0,Completed,1.08,8
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Boserup J.,Schiavone F.,119,100,498,659,6,2,6,4,,,2,0,Completed,1.66,2.2
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Kuznetsova S.,Duque-Marino M.,10,109,3745,592,6,0,6,1,,,2,0,Completed,1.05,11
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Suarez Navarro C.,Cepelova J.,12,102,2985,650,6,2,6,2,,,2,0,Completed,1.4,3
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Peng S.,Kasatkina D.,83,25,763,1700,6,0,7,6,,,2,0,Completed,3.4,1.33
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Kerber A.,Tsurenko L.,1,51,8875,1095,6,2,5,7,6,2,2,1,Completed,1.18,4.5
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Witthoeft C.,Hozumi E.,89,214,736,246,7,5,7,6,,,2,0,Completed,1.57,2.37
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Bouchard E.,Chirico L.,47,65,1185,908,6,0,6,4,,,2,0,Completed,1.3,3.5
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Blinkova A.,Niculescu M.,189,32,292,1450,6,2,4,6,6,4,2,1,Completed,2.5,1.53
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Garcia C.,Bondarenko K.,24,66,1765,890,7,6,6,4,,,2,0,Completed,1.66,2.2
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Safarova L.,Wickmayer Y.,61,60,998,1001,3,6,7,6,6,1,2,1,Completed,1.53,2.5
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Makarova E.,Alexandrova E.,34,108,1377,596,6,0,4,6,6,1,2,1,Completed,1.36,3.25
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Gibbs N.,Babos T.,92,28,704,1545,7,6,6,4,,,2,0,Completed,2.75,1.44
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Dodin O.,Buyukakcay C.,72,86,867,755,7,5,6,7,6,2,2,1,Completed,1.4,3
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Falconi I.,Han X.,104,111,639,577,6,1,7,5,,,2,0,Completed,1.57,2.37
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Konta J.,Flipkens K.,9,70,4055,875,7,5,6,2,,,2,0,Completed,1.1,7
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Hsieh S.W.,Knapp K.,91,144,709,398,6,3,2,0,,,1,0,Retired,1.3,3.5
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Osaka N.,Kumkhum L.,48,183,1168,304,6,7,6,4,7,5,2,1,Completed,1.22,4
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Pliskova Ka.,Sorribes Tormo S.,5,106,4970,609,6,2,6,0,,,2,0,Completed,1.04,13
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Williams S.,Bencic B.,2,59,7080,1001,6,4,6,3,,,2,0,Completed,1.16,5
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Putintseva Y.,Arruabarrena L.,31,63,1450,928,7,6,7,6,,,2,0,Completed,1.14,5
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Vekic D.,Cabrera L.,99,192,666,286,7,5,6,2,,,2,0,Completed,1.44,2.75
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Vesnina E.,Bogdan A.,18,125,2229,481,7,5,6,2,,,2,0,Completed,1.44,2.75
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Cornet A.,Georges M.,43,200,1242,278,6,3,4,6,6,1,2,1,Completed,1.07,9
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Errani S.,Ozaki R.,53,93,1085,700,7,5,6,1,,,2,0,Completed,1.8,2
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Sakkari M.,Kontaveit A.,94,121,688,497,6,0,6,4,,,2,0,Completed,1.61,2.3
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Ostapenko J.,Zhu L.,38,126,1305,481,6,4,6,0,,,2,0,Completed,1.36,3.25
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Cibulkova D.,Allertova D.,6,90,4865,718,7,5,6,2,,,2,0,Completed,1.12,6
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Watson H.,Stosur S.,81,21,765,2016,6,3,3,6,6,0,2,1,Completed,2,1.8
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Minella M.,Linette M.,105,96,631,681,7,5,6,4,,,2,0,Completed,1.9,1.9
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Wozniacki C.,Rodionova Ar.,20,178,2175,316,6,1,6,2,,,2,0,Completed,1.06,10
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Brady J.,Zanevska M.,116,122,510,492,6,3,6,2,,,2,0,Completed,,
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Bacsinszky T.,Giorgi C.,15,74,2347,819,6,4,3,6,7,5,2,1,Completed,2,1.8
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Kovinic D.,Zheng S.,68,84,885,758,6,0,6,4,,,2,0,Completed,2,1.8
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Konjuh A.,Mladenovic K.,36,44,1351,1240,6,4,6,2,,,2,0,Completed,1.66,2.2
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Petkovic A.,Day K.,56,197,1045,281,6,3,6,2,,,2,0,Completed,1.3,3.5
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Lucic-Baroni M.,Wang Q.,79,71,786,874,4,6,6,3,6,4,2,1,Completed,1.9,1.9
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Strycova B.,Kulichkova E.,16,145,2295,398,6,3,6,2,,,2,0,Completed,1.28,3.75
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Gavrilova D.,Broady N.,26,97,1665,677,3,6,6,4,7,5,2,1,Completed,1.18,4.5
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,3,Radwanska A.,Pironkova T.,3,64,5625,919,6,1,4,6,6,1,2,1,Completed,1.06,9
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Pavlyuchenkova A.,Vikhlyantseva N.,27,129,1620,466,6,2,6,2,,,2,0,Completed,1.5,2.62
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Riske A.,Zhang S.,42,23,1247,1885,7,6,4,6,6,1,2,1,Completed,2,1.72
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Svitolina E.,Boserup J.,13,119,2895,498,6,4,6,1,,,2,0,Completed,1.06,9
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Duan Y.Y.,Lepchenko V.,87,88,753,738,6,1,3,6,10,8,2,1,Completed,1.66,2.2
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Williams V.,Voegele S.,17,112,2240,550,6,3,6,2,,,2,0,Completed,1.22,4.33
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Kuznetsova S.,Fourlis J.,10,414,3745,82,6,2,6,1,,,2,0,Completed,1.03,13
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Kerber A.,Witthoeft C.,1,89,8875,736,6,2,6,7,6,2,2,1,Completed,1.06,9
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Jankovic J.,Goerges J.,54,57,1075,1040,6,3,6,4,,,2,0,Completed,2.3,1.61
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Pliskova Kr.,Begu I.,58,29,1007,1502,6,4,7,6,,,2,0,Completed,2,1.8
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Bouchard E.,Peng S.,47,83,1185,763,7,6,6,2,,,2,0,Completed,1.5,2.62
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Cirstea S.,Suarez Navarro C.,78,12,799,2985,7,6,6,3,,,2,0,Completed,2.75,1.44
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Sevastova A.,Kucova K.,33,80,1425,778,6,3,6,4,,,2,0,Completed,1.53,2.37
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Vandeweghe C.,Parmentier P.,35,67,1366,886,6,4,7,6,,,2,0,Completed,1.28,3.75
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Barthel M.,Puig M.,181,46,312,1215,6,4,6,4,,,2,0,Completed,2.62,1.5
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Barty A.,Rogers S.,223,52,236,1089,7,5,6,1,,,2,0,Completed,2.5,1.53
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Muguruza G.,Crawford S.,7,162,4420,348,7,5,6,4,,,2,0,Completed,1.16,5
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Garcia C.,Dodin O.,24,72,1765,867,6,7,6,4,6,4,2,1,Completed,1.28,3.75
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Makarova E.,Errani S.,34,53,1377,1085,6,2,3,2,,,1,0,Retired,1.3,3.5
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Pliskova Ka.,Blinkova A.,5,189,4970,292,6,0,6,2,,,2,0,Completed,1.05,10
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Konta J.,Osaka N.,9,48,4055,1168,6,4,6,2,,,2,0,Completed,1.16,5
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Ostapenko J.,Putintseva Y.,38,31,1305,1450,6,3,6,1,,,2,0,Completed,1.57,2.37
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Cibulkova D.,Hsieh S.W.,6,91,4865,709,6,4,7,6,,,2,0,Completed,1.12,6
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Wozniacki C.,Vekic D.,20,99,2175,666,6,1,6,3,,,2,0,Completed,1.1,7
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Brady J.,Watson H.,116,81,510,765,2,6,7,6,10,8,2,1,Completed,2.75,1.44
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Vesnina E.,Minella M.,18,105,2229,631,6,3,6,3,,,2,0,Completed,1.28,3.75
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,3,Strycova B.,Petkovic A.,16,56,2295,1045,6,0,7,5,,,2,0,Completed,1.5,2.62
