ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L
6,Melbourne,Australian Open,18/1/18,Grand Slam,Outdoor,Hard,2nd Round,5,Marterer M.,Verdasco F.,94,40,587,1225,6,4,4,6,7,6,3,6,6,3,3,2,Completed,3.5,1.28
6,Melbourne,Australian Open,18/1/18,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,Gojowczyk P.,4,62,4610,827,6,1,6,3,4,6,6,3,,,3,1,Completed,1.16,5
6,Melbourne,Australian Open,18/1/18,Grand Slam,Outdoor,Hard,2nd Round,5,Sandgren T.,Wawrinka S.,97,8,583,3060,6,2,6,1,6,4,,,,,3,0,Completed,3.25,1.36
6,Melbourne,Australian Open,18/1/18,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Struff J.L.,2,55,9605,870,6,4,6,4,7,6,,,,,3,0,Completed,1.02,19
6,Melbourne,Australian Open,19/1/18,Grand Slam,Outdoor,Hard,3rd Round,5,Edmund K.,Basilashvili N.,49,61,992,836,7,6,3,6,4,6,6,0,7,5,3,2,Completed,1.22,4.33
6,Melbourne,Australian Open,19/1/18,Grand Slam,Outdoor,Hard,3rd Round,5,Carreno Busta P.,Muller G.,11,28,2615,1490,7,6,4,6,7,5,7,5,,,3,1,Completed,1.61,2.3
6,Melbourne,Australian Open,19/1/18,Grand Slam,Outdoor,Hard,3rd Round,5,Dimitrov G.,Rublev A.,3,32,4990,1373,6,3,4,6,6,4,6,4,,,3,1,Completed,1.44,2.75
6,Melbourne,Australian Open,19/1/18,Grand Slam,Outdoor,Hard,3rd Round,5,Seppi A.,Karlovic I.,76,89,686,615,6,3,7,6,6,7,6,7,9,7,3,2,Completed,1.53,2.5
6,Melbourne,Australian Open,19/1/18,Grand Slam,Outdoor,Hard,3rd Round,5,Schwartzman D.,Dolgopolov O.,26,37,1675,1296,6,7,6,2,6,3,6,3,,,3,1,Completed,2.1,1.72
6,Melbourne,Australian Open,19/1/18,Grand Slam,Outdoor,Hard,3rd Round,5,Kyrgios N.,Tsonga J.W.,17,15,2260,2320,7,6,4,6,7,6,7,6,,,3,1,Completed,1.4,3
6,Melbourne,Australian Open,19/1/18,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Dzumhur D.,1,30,10600,1391,6,1,6,3,6,1,,,,,3,0,Completed,1.02,17
6,Melbourne,Australian Open,19/1/18,Grand Slam,Outdoor,Hard,3rd Round,5,Cilic M.,Harrison R.,6,45,3805,1115,7,6,6,3,7,6,,,,,3,0,Completed,1.14,5.5
6,Melbourne,Australian Open,20/1/18,Grand Slam,Outdoor,Hard,3rd Round,5,Sandgren T.,Marterer M.,97,94,583,587,5,7,6,3,7,5,7,6,,,3,1,Completed,2.2,1.66
6,Melbourne,Australian Open,20/1/18,Grand Slam,Outdoor,Hard,3rd Round,5,Thiem D.,Mannarino A.,5,27,4060,1625,6,4,6,2,7,5,,,,,3,0,Completed,1.3,3.5
6,Melbourne,Australian Open,20/1/18,Grand Slam,Outdoor,Hard,3rd Round,5,Fognini F.,Benneteau J.,25,59,1715,855,3,6,6,2,6,1,4,6,6,3,3,2,Completed,1.44,2.75
6,Melbourne,Australian Open,20/1/18,Grand Slam,Outdoor,Hard,3rd Round,5,Chung H.,Zverev A.,58,4,857,4610,5,7,7,6,2,6,6,3,6,0,3,2,Completed,2.25,1.61
6,Melbourne,Australian Open,20/1/18,Grand Slam,Outdoor,Hard,3rd Round,5,Fucsovics M.,Kicker N.,80,93,674,590,6,3,6,3,6,2,,,,,3,0,Completed,1.16,5
6,Melbourne,Australian Open,20/1/18,Grand Slam,Outdoor,Hard,3rd Round,5,Berdych T.,Del Potro J.M.,20,10,2050,2725,6,3,6,3,6,2,,,,,3,0,Completed,2.37,1.57
6,Melbourne,Australian Open,20/1/18,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Ramos-Vinolas A.,14,22,2335,1845,6,2,6,3,6,3,,,,,3,0,Completed,1.08,8
6,Melbourne,Australian Open,20/1/18,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Gasquet R.,2,31,9605,1375,6,2,7,5,6,4,,,,,3,0,Completed,1.07,9
6,Melbourne,Australian Open,21/1/18,Grand Slam,Outdoor,Hard,4th Round,5,Cilic M.,Carreno Busta P.,6,11,3805,2615,6,7,6,3,7,6,7,6,,,3,1,Completed,1.25,4
6,Melbourne,Australian Open,21/1/18,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Schwartzman D.,1,26,10600,1675,6,3,6,7,6,3,6,3,,,3,1,Completed,1.06,10
6,Melbourne,Australian Open,21/1/18,Grand Slam,Outdoor,Hard,4th Round,5,Edmund K.,Seppi A.,49,76,992,686,6,7,7,5,6,2,6,3,,,3,1,Completed,1.36,3.25
6,Melbourne,Australian Open,21/1/18,Grand Slam,Outdoor,Hard,4th Round,5,Dimitrov G.,Kyrgios N.,3,17,4990,2260,7,6,7,6,4,6,7,6,,,3,1,Completed,2.3,1.61
6,Melbourne,Australian Open,22/1/18,Grand Slam,Outdoor,Hard,4th Round,5,Berdych T.,Fognini F.,20,25,2050,1715,6,1,6,4,6,4,,,,,3,0,Completed,1.3,3.5
6,Melbourne,Australian Open,22/1/18,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Fucsovics M.,2,80,9605,674,6,4,7,6,6,2,,,,,3,0,Completed,1.02,17
6,Melbourne,Australian Open,22/1/18,Grand Slam,Outdoor,Hard,4th Round,5,Sandgren T.,Thiem D.,97,5,583,4060,6,2,4,6,7,6,6,7,6,3,3,2,Completed,7,1.1
6,Melbourne,Australian Open,22/1/18,Grand Slam,Outdoor,Hard,4th Round,5,Chung H.,Djokovic N.,58,14,857,2335,7,6,7,5,7,6,,,,,3,0,Completed,4,1.25
6,Melbourne,Australian Open,23/1/18,Grand Slam,Outdoor,Hard,Quarterfinals,5,Edmund K.,Dimitrov G.,49,3,992,4990,6,4,3,6,6,3,6,4,,,3,1,Completed,3.75,1.28
6,Melbourne,Australian Open,23/1/18,Grand Slam,Outdoor,Hard,Quarterfinals,5,Cilic M.,Nadal R.,6,1,3805,10600,3,6,6,3,6,7,6,2,2,0,2,2,Retired,4,1.25
6,Melbourne,Australian Open,24/1/18,Grand Slam,Outdoor,Hard,Quarterfinals,5,Chung H.,Sandgren T.,58,97,857,583,6,4,7,6,6,3,,,,,3,0,Completed,1.25,4
6,Melbourne,Australian Open,24/1/18,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Berdych T.,2,20,9605,2050,7,6,6,3,6,4,,,,,3,0,Completed,1.14,5.5
6,Melbourne,Australian Open,25/1/18,Grand Slam,Outdoor,Hard,Semifinals,5,Cilic M.,Edmund K.,6,49,3805,992,6,2,7,6,6,2,,,,,3,0,Completed,1.33,3.4
6,Melbourne,Australian Open,26/1/18,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Chung H.,2,58,9605,857,6,1,5,2,,,,,,,1,0,Retired,1.12,6
6,Melbourne,Australian Open,28/1/18,Grand Slam,Outdoor,Hard,The Final,5,Federer R.,Cilic M.,2,6,9605,3805,6,2,6,7,6,3,3,6,6,1,3,2,Completed,1.22,4.5
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,De Minaur A.,Melzer G.,301,87,164,648,5,7,6,3,2,6,7,6,6,1,3,2,Completed,2.5,1.53
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Chardy J.,Almagro N.,72,42,705,1040,4,0,,,,,,,,,0,0,Retired,1.8,2
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Troicki V.,Dzumhur D.,35,78,1225,694,6,4,6,4,2,6,2,6,6,3,3,2,Completed,1.22,4.33
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Estrella Burgos V.,Bedene A.,103,109,586,547,7,6,7,5,0,6,6,3,,,3,1,Completed,5,1.16
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Harrison R.,Mahut N.,82,41,664,1085,6,3,6,4,6,2,,,,,3,0,Completed,1.66,2.2
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Nishikori K.,Kuznetsov An.,5,45,5010,1015,5,7,6,1,6,4,6,7,6,2,3,2,Completed,1.08,8
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Zverev M.,Garcia-Lopez G.,50,74,894,700,6,3,7,6,6,4,,,,,3,0,Completed,1.28,3.75
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,Halys Q.,32,155,1355,379,6,7,7,6,6,3,6,4,,,3,1,Completed,1.36,3.25
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Berdych T.,Vanni L.,10,157,3060,373,6,1,,,,,,,,,1,0,Retired,1.04,13
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Tomic B.,Bellucci T.,27,62,1420,771,6,2,6,1,6,4,,,,,3,0,Completed,1.4,3
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,Lu Y.H.,152,60,383,786,4,6,6,3,7,6,6,3,,,3,1,Completed,3,1.4
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Kravchuk K.,19,88,1850,642,6,3,6,4,6,7,6,1,,,3,1,Completed,1.11,6.5
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Janowicz J.,7,273,3605,186,4,6,4,6,6,2,6,2,6,3,3,2,Completed,1.1,7
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Jaziri M.,Soeda G.,56,139,824,431,6,3,6,4,6,3,,,,,3,0,Completed,1.61,2.3
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Marchenko I.,1,95,12560,624,7,5,7,6,6,2,,,,,3,0,Completed,1.005,29
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Lajovic D.,Robert S.,94,55,627,854,6,3,6,3,6,3,,,,,3,0,Completed,2,1.8
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Schwartzman D.,Cuevas P.,54,22,867,1780,6,3,6,3,6,0,,,,,3,0,Completed,1.9,1.9
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Lacko L.,Ramos-Vinolas A.,121,26,486,1435,4,6,7,5,1,6,6,4,6,3,3,2,Completed,2.2,1.66
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Khachanov K.,Mannarino A.,52,61,875,781,6,4,3,6,7,6,6,3,,,3,1,Completed,1.66,2.2
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Lorenzi P.,Duckworth J.,43,107,1033,557,6,4,7,6,6,7,6,4,,,3,1,Completed,2.2,1.66
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Mathieu P.H.,89,75,635,700,6,4,7,6,6,7,7,5,,,3,1,Completed,1.36,3.25
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Rubin N.,Fratangelo B.,200,113,274,519,6,7,7,5,3,6,6,2,6,2,3,2,Completed,2.37,1.57
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Bublik A.,Pouille L.,207,16,268,2131,6,0,3,6,6,3,6,4,,,3,1,Completed,4,1.25
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Sela D.,Granollers M.,67,38,731,1123,5,7,6,3,6,2,6,0,,,3,1,Completed,2,1.8
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Evans D.,Bagnis F.,51,65,886,739,7,6,6,3,6,1,,,,,3,0,Completed,1.3,3.5
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,Monteiro T.,12,83,2505,664,6,1,6,3,6,7,6,2,,,3,1,Completed,1.02,17
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Sock J.,Herbert P.H.,20,73,1810,705,6,4,7,6,6,3,,,,,3,0,Completed,1.18,4.5
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Johnson S.,Delbonis F.,30,44,1390,1030,6,3,6,4,6,4,,,,,3,0,Completed,1.28,3.75
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Kyrgios N.,Elias G.,13,77,2460,698,6,1,6,2,6,2,,,,,3,0,Completed,1.06,9
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Klizan M.,4,34,5155,1230,4,6,6,4,7,5,4,6,6,4,3,2,Completed,1.05,11
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Darcis S.,Groth S.,71,162,707,355,3,6,6,3,6,2,6,2,,,3,1,Completed,1.57,2.37
6,Melbourne,Australian Open,16/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Melzer J.,17,300,1980,164,7,5,3,6,6,2,6,2,,,3,1,Completed,1.04,13
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Basilashvili N.,33,92,1325,630,6,4,3,6,7,6,6,4,,,3,1,Completed,1.22,4.33
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Dutra Silva R.,Donaldson J.,439,101,92,596,3,6,0,6,6,1,6,4,6,4,3,2,Completed,4,1.25
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Young D.,Fabbiano T.,85,141,651,427,6,4,7,6,6,4,,,,,3,0,Completed,1.44,2.75
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Mmoh M.,25,190,1585,297,6,1,6,3,6,3,,,,,3,0,Completed,1.16,5
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Haase R.,24,57,1655,808,6,2,3,6,5,7,6,3,6,2,3,2,Completed,1.1,7
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Berlocq C.,Albot R.,90,96,632,614,6,4,7,6,5,7,7,6,,,3,1,Completed,2,1.8
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Nishioka Y.,Bolt A.,99,632,602,46,6,4,1,6,6,2,6,4,,,3,1,Completed,1.53,2.5
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Raonic M.,Brown D.,3,66,5290,738,6,3,6,4,6,2,,,,,3,0,Completed,1.05,11
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Goffin D.,Opelka R.,11,208,2750,267,6,4,4,6,6,2,4,6,6,4,3,2,Completed,1.16,5
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Tiafoe F.,Kukushkin M.,108,98,550,602,6,1,6,7,6,3,6,2,,,3,1,Completed,1.53,2.5
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Carreno Busta P.,Polansky P.,31,132,1370,454,6,0,3,6,3,6,6,2,3,0,2,2,Retired,1.22,4.33
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Mayer F.,9,49,3195,903,6,3,6,4,6,4,,,,,3,0,Completed,1.04,11
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Edmund K.,Giraldo S.,46,91,989,631,6,2,7,5,6,3,,,,,3,0,Completed,1.3,3.5
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,Youzhny M.,36,70,1210,707,6,3,3,0,,,,,,,1,0,Retired,1.57,2.37
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Thiem D.,Struff J.L.,8,58,3415,796,4,6,6,4,6,4,6,3,,,3,1,Completed,1.3,3.5
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Muller G.,Fritz T.,28,93,1415,628,7,6,7,6,6,3,,,,,3,0,Completed,1.36,3.25
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Whittington A.,Pavlasek A.,194,86,289,649,6,4,4,6,6,2,6,3,,,3,1,Completed,3,1.4
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Bautista Agut R.,Pella G.,14,81,2350,685,6,3,6,1,6,1,,,,,3,0,Completed,1.08,8
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Mott B.,18,287,1885,173,6,4,6,4,6,2,,,,,3,0,Completed,1.02,17
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Dolgopolov O.,Coric B.,69,59,715,795,6,3,6,4,3,6,7,6,,,3,1,Completed,1.9,1.9
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Thompson J.,Sousa J.,76,37,699,1135,6,7,4,6,6,3,6,2,6,1,3,2,Completed,2.5,1.53
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Tursunov D.,102,405,595,105,6,2,7,6,6,3,,,,,3,0,Completed,1.12,6
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Zeballos H.,21,68,1795,725,6,7,3,6,7,5,6,2,22,20,3,2,Completed,1.28,3.75
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Escobedo E.,Medvedev D.,131,63,455,751,7,5,4,6,7,6,6,1,,,3,1,Completed,2.75,1.44
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Chung H.,Olivo R.,105,79,583,693,6,2,6,3,6,2,,,,,3,0,Completed,1.2,4.5
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Jasika O.,23,290,1740,172,6,3,6,0,6,2,,,,,3,0,Completed,1.16,5
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,Haas T.,47,N/A,960,N/A,7,6,6,4,,,,,,,2,0,Retired,1.22,4.33
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Vesely J.,6,53,3625,873,6,2,6,3,6,2,,,,,3,0,Completed,1.3,3.5
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Fognini F.,Lopez F.,48,29,945,1410,7,5,6,3,7,5,,,,,3,0,Completed,2.2,1.66
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,O'Connell C.,15,231,2135,228,7,6,6,3,6,3,,,,,3,0,Completed,1.02,15
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Verdasco F.,2,40,11780,1105,6,1,7,6,6,2,,,,,3,0,Completed,1.06,10
6,Melbourne,Australian Open,17/1/17,Grand Slam,Outdoor,Hard,1st Round,5,Istomin D.,Dodig I.,117,170,498,336,6,1,6,4,3,6,7,5,,,3,1,Completed,2,1.8
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Nishikori K.,Chardy J.,5,72,5010,705,6,3,6,4,6,3,,,,,3,0,Completed,1.06,9
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Jaziri M.,Bublik A.,56,207,824,268,6,2,6,3,7,5,,,,,3,0,Completed,1.44,2.75
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Tsonga J.W.,Lajovic D.,12,94,2505,627,6,2,6,2,6,3,,,,,3,0,Completed,1.07,9
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Lacko L.,Sela D.,121,67,486,731,2,6,6,3,6,2,6,4,,,3,1,Completed,2.75,1.44
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev M.,Isner J.,50,19,894,1850,6,7,6,7,6,4,7,6,9,7,3,2,Completed,2.75,1.44
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Harrison R.,10,82,3060,664,6,3,7,6,6,2,,,,,3,0,Completed,1.16,5
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Wawrinka S.,Johnson S.,4,30,5155,1390,6,3,6,4,6,4,,,,,3,0,Completed,1.25,4
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Troicki V.,Lorenzi P.,35,43,1225,1033,6,3,1,6,7,6,3,6,6,3,3,2,Completed,1.22,4.33
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Rubin N.,17,200,1980,274,7,5,6,3,7,6,,,,,3,0,Completed,1.02,15
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Darcis S.,Schwartzman D.,71,54,707,867,6,3,6,3,2,6,6,4,,,3,1,Completed,2.2,1.66
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Querrey S.,De Minaur A.,32,301,1355,164,7,6,6,0,6,1,,,,,3,0,Completed,1.3,3.5
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Seppi A.,Kyrgios N.,89,13,635,2460,1,6,6,7,6,4,6,2,10,8,3,2,Completed,8,1.08
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Evans D.,Cilic M.,51,7,886,3605,3,6,7,5,6,3,6,3,,,3,1,Completed,5.5,1.12
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Sock J.,Khachanov K.,20,52,1810,875,6,3,6,4,6,4,,,,,3,0,Completed,1.36,3.25
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Tomic B.,Estrella Burgos V.,27,103,1420,586,7,5,7,6,4,6,7,6,,,3,1,Completed,1.06,9
6,Melbourne,Australian Open,18/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Murray A.,Rublev A.,1,152,12560,383,6,3,6,0,6,2,,,,,3,0,Completed,1.01,26
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Gasquet R.,Berlocq C.,18,90,1885,632,6,1,6,1,6,1,,,,,3,0,Completed,1.03,15
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Carreno Busta P.,Edmund K.,31,46,1370,989,6,2,6,4,6,2,,,,,3,0,Completed,2.1,1.72
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Kohlschreiber P.,Young D.,33,85,1325,651,7,5,6,3,6,0,,,,,3,0,Completed,1.4,3
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Simon G.,Dutra Silva R.,25,439,1585,92,6,4,6,1,6,1,,,,,3,0,Completed,1.05,10
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Bautista Agut R.,Nishioka Y.,14,99,2350,602,6,2,6,3,6,3,,,,,3,0,Completed,1.06,10
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Dimitrov G.,Chung H.,15,105,2135,583,1,6,6,4,6,4,6,4,,,3,1,Completed,1.11,6.5
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrer D.,Escobedo E.,23,131,1740,455,2,6,6,4,6,4,6,2,,,3,1,Completed,1.25,4
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Istomin D.,Djokovic N.,117,2,498,11780,7,6,5,7,2,6,7,6,6,4,3,2,Completed,23,1.01
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Raonic M.,Muller G.,3,28,5290,1415,6,3,6,4,7,6,,,,,3,0,Completed,1.22,4.33
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Goffin D.,Stepanek R.,11,102,2750,595,6,4,6,0,6,3,,,,,3,0,Completed,1.25,4
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Monfils G.,Dolgopolov O.,6,69,3625,715,6,3,6,4,1,6,6,0,,,3,1,Completed,1.25,4
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Karlovic I.,Whittington A.,21,194,1795,289,6,4,6,4,6,4,,,,,3,0,Completed,1.36,3.25
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,Tiafoe F.,24,108,1655,550,6,2,6,3,6,4,,,,,3,0,Completed,1.2,4.5
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Paire B.,Fognini F.,47,48,960,945,7,6,4,6,6,3,3,6,6,3,3,2,Completed,2.1,1.72
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Thiem D.,Thompson J.,8,76,3415,699,6,2,6,1,6,7,6,4,,,3,1,Completed,1.2,4.33
6,Melbourne,Australian Open,19/1/17,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Baghdatis M.,9,36,3195,1210,6,3,6,1,6,3,,,,,3,0,Completed,1.07,9
6,Melbourne,Australian Open,20/1/17,Grand Slam,Outdoor,Hard,3rd Round,5,Seppi A.,Darcis S.,89,71,635,707,4,6,6,4,7,6,7,6,,,3,1,Completed,1.66,2.2
6,Melbourne,Australian Open,20/1/17,Grand Slam,Outdoor,Hard,3rd Round,5,Tsonga J.W.,Sock J.,12,20,2505,1810,7,6,7,5,6,7,6,3,,,3,1,Completed,1.53,2.5
6,Melbourne,Australian Open,20/1/17,Grand Slam,Outdoor,Hard,3rd Round,5,Zverev M.,Jaziri M.,50,56,894,824,6,1,4,6,6,3,6,0,,,3,1,Completed,2,1.8
6,Melbourne,Australian Open,20/1/17,Grand Slam,Outdoor,Hard,3rd Round,5,Wawrinka S.,Troicki V.,4,35,5155,1225,3,6,6,2,6,2,7,6,,,3,1,Completed,1.14,5.5
6,Melbourne,Australian Open,20/1/17,Grand Slam,Outdoor,Hard,3rd Round,5,Murray A.,Querrey S.,1,32,12560,1355,6,4,6,2,6,4,,,,,3,0,Completed,1.02,17
6,Melbourne,Australian Open,20/1/17,Grand Slam,Outdoor,Hard,3rd Round,5,Evans D.,Tomic B.,51,27,886,1420,7,5,7,6,7,6,,,,,3,0,Completed,2.25,1.61
