ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L
6,Melbourne,Australian Open,22/1/15,Grand Slam,Outdoor,Hard,2nd Round,5,Wawrinka S.,Copil M.,4,194,5370,254,7,6,7,6,6,3,,,,,3,0,Completed,1.04,13
6,Melbourne,Australian Open,22/1/15,Grand Slam,Outdoor,Hard,2nd Round,5,Muller G.,Bautista R.,42,16,964,2110,7,6,1,6,7,5,6,1,,,3,1,Completed,2.62,1.44
6,Melbourne,Australian Open,22/1/15,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Kuznetsov An.,1,88,11405,595,6,0,6,1,6,4,,,,,3,0,Completed,1.01,26
6,Melbourne,Australian Open,22/1/15,Grand Slam,Outdoor,Hard,2nd Round,5,Simon G.,Granollers M.,20,58,1730,790,7,6,6,2,6,4,,,,,3,0,Completed,1.3,3.4
6,Melbourne,Australian Open,22/1/15,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrer D.,Stakhovsky S.,10,71,4145,699,5,7,6,3,6,4,6,2,,,3,1,Completed,1.04,13
6,Melbourne,Australian Open,22/1/15,Grand Slam,Outdoor,Hard,2nd Round,5,Janowicz J.,Monfils G.,44,19,925,1770,6,4,1,6,6,7,6,3,6,3,3,2,Completed,3.25,1.33
6,Melbourne,Australian Open,22/1/15,Grand Slam,Outdoor,Hard,2nd Round,5,Becker B.,Hewitt L.,41,87,973,595,2,6,1,6,6,3,6,4,6,2,3,2,Completed,1.72,2
6,Melbourne,Australian Open,22/1/15,Grand Slam,Outdoor,Hard,2nd Round,5,Verdasco F.,Soeda G.,33,92,1135,571,6,3,6,2,7,6,,,,,3,0,Completed,1.16,5
6,Melbourne,Australian Open,22/1/15,Grand Slam,Outdoor,Hard,2nd Round,5,Raonic M.,Young D.,8,56,4575,809,6,4,7,6,6,3,,,,,3,0,Completed,1.05,11
6,Melbourne,Australian Open,23/1/15,Grand Slam,Outdoor,Hard,3rd Round,5,Dimitrov G.,Baghdatis M.,11,78,3645,658,4,6,6,3,3,6,6,3,6,3,3,2,Completed,1.2,4.33
6,Melbourne,Australian Open,23/1/15,Grand Slam,Outdoor,Hard,3rd Round,5,Berdych T.,Troicki V.,7,54,4660,826,6,4,6,3,6,4,,,,,3,0,Completed,1.16,5
6,Melbourne,Australian Open,23/1/15,Grand Slam,Outdoor,Hard,3rd Round,5,Seppi A.,Federer R.,46,2,915,9875,6,4,7,6,4,6,7,6,,,3,1,Completed,17,1.02
6,Melbourne,Australian Open,23/1/15,Grand Slam,Outdoor,Hard,3rd Round,5,Murray A.,Sousa J.,6,55,4675,822,6,1,6,1,7,5,,,,,3,0,Completed,1.02,19
6,Melbourne,Australian Open,23/1/15,Grand Slam,Outdoor,Hard,3rd Round,5,Tomic B.,Groth S.,66,82,737,625,6,4,7,6,6,3,,,,,3,0,Completed,1.25,3.75
6,Melbourne,Australian Open,23/1/15,Grand Slam,Outdoor,Hard,3rd Round,5,Anderson K.,Gasquet R.,15,28,2125,1350,6,4,7,6,7,6,,,,,3,0,Completed,2.5,1.5
6,Melbourne,Australian Open,23/1/15,Grand Slam,Outdoor,Hard,3rd Round,5,Kyrgios N.,Jaziri M.,53,75,830,676,6,3,7,6,6,1,,,,,3,0,Completed,1.16,5
6,Melbourne,Australian Open,23/1/15,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Sela D.,3,106,6585,520,6,1,6,0,7,5,,,,,3,0,Completed,1.1,7
6,Melbourne,Australian Open,24/1/15,Grand Slam,Outdoor,Hard,3rd Round,5,Raonic M.,Becker B.,8,41,4575,973,6,4,6,3,6,3,,,,,3,0,Completed,1.07,9
6,Melbourne,Australian Open,24/1/15,Grand Slam,Outdoor,Hard,3rd Round,5,Lopez F.,Janowicz J.,14,44,2130,925,7,6,6,4,7,6,,,,,3,0,Completed,2.25,1.57
6,Melbourne,Australian Open,24/1/15,Grand Slam,Outdoor,Hard,3rd Round,5,Wawrinka S.,Nieminen J.,4,72,5370,693,6,4,6,2,6,4,,,,,3,0,Completed,1.07,9
6,Melbourne,Australian Open,24/1/15,Grand Slam,Outdoor,Hard,3rd Round,5,Garcia-Lopez G.,Pospisil V.,37,60,1020,785,6,2,6,4,6,4,,,,,3,0,Completed,1.57,2.25
6,Melbourne,Australian Open,24/1/15,Grand Slam,Outdoor,Hard,3rd Round,5,Nishikori K.,Johnson S.,5,38,5025,993,6,7,6,1,6,2,6,3,,,3,1,Completed,1.08,8
6,Melbourne,Australian Open,24/1/15,Grand Slam,Outdoor,Hard,3rd Round,5,Muller G.,Isner J.,42,21,964,1685,7,6,7,6,6,4,,,,,3,0,Completed,2.37,1.53
6,Melbourne,Australian Open,24/1/15,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Verdasco F.,1,33,11405,1135,7,6,6,3,6,4,,,,,3,0,Completed,1.03,15
6,Melbourne,Australian Open,24/1/15,Grand Slam,Outdoor,Hard,3rd Round,5,Ferrer D.,Simon G.,10,20,4145,1730,6,2,7,5,5,7,7,6,,,3,1,Completed,1.36,3
6,Melbourne,Australian Open,25/1/15,Grand Slam,Outdoor,Hard,4th Round,5,Berdych T.,Tomic B.,7,66,4660,737,6,2,7,6,6,2,,,,,3,0,Completed,1.3,3.5
6,Melbourne,Australian Open,25/1/15,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Anderson K.,3,15,6585,2125,7,5,6,1,6,4,,,,,3,0,Completed,1.3,3.5
6,Melbourne,Australian Open,25/1/15,Grand Slam,Outdoor,Hard,4th Round,5,Kyrgios N.,Seppi A.,53,46,830,915,5,7,4,6,6,3,7,6,8,6,3,2,Completed,1.72,2.1
6,Melbourne,Australian Open,25/1/15,Grand Slam,Outdoor,Hard,4th Round,5,Murray A.,Dimitrov G.,6,11,4675,3645,6,4,6,7,6,3,7,5,,,3,1,Completed,1.28,3.75
6,Melbourne,Australian Open,26/1/15,Grand Slam,Outdoor,Hard,4th Round,5,Wawrinka S.,Garcia-Lopez G.,4,37,5370,1020,7,6,6,4,4,6,7,6,,,3,1,Completed,1.07,9
6,Melbourne,Australian Open,26/1/15,Grand Slam,Outdoor,Hard,4th Round,5,Nishikori K.,Ferrer D.,5,10,5025,4145,6,3,6,3,6,3,,,,,3,0,Completed,1.4,3
6,Melbourne,Australian Open,26/1/15,Grand Slam,Outdoor,Hard,4th Round,5,Raonic M.,Lopez F.,8,14,4575,2130,6,4,4,6,6,3,6,7,6,3,3,2,Completed,1.14,5.5
6,Melbourne,Australian Open,26/1/15,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Muller G.,1,42,11405,964,6,4,7,5,7,5,,,,,3,0,Completed,1.02,17
6,Melbourne,Australian Open,27/1/15,Grand Slam,Outdoor,Hard,Quarterfinals,5,Berdych T.,Nadal R.,7,3,4660,6585,6,2,6,0,7,6,,,,,3,0,Completed,2.5,1.53
6,Melbourne,Australian Open,27/1/15,Grand Slam,Outdoor,Hard,Quarterfinals,5,Murray A.,Kyrgios N.,6,53,4675,830,6,3,7,6,6,3,,,,,3,0,Completed,1.12,6
6,Melbourne,Australian Open,28/1/15,Grand Slam,Outdoor,Hard,Quarterfinals,5,Wawrinka S.,Nishikori K.,4,5,5370,5025,6,3,6,4,7,6,,,,,3,0,Completed,2.1,1.72
6,Melbourne,Australian Open,28/1/15,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Raonic M.,1,8,11405,4575,7,6,6,4,6,2,,,,,3,0,Completed,1.11,6.5
6,Melbourne,Australian Open,29/1/15,Grand Slam,Outdoor,Hard,Semifinals,5,Murray A.,Berdych T.,6,7,4675,4660,6,7,6,0,6,3,7,5,,,3,1,Completed,1.66,2.2
6,Melbourne,Australian Open,30/1/15,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Wawrinka S.,1,4,11405,5370,7,6,3,6,6,4,4,6,6,0,3,2,Completed,1.22,4.33
6,Melbourne,Australian Open,1/2/15,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,Murray A.,1,6,11405,4675,7,6,6,7,6,3,6,0,,,3,1,Completed,1.44,2.75
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Dodig I.,Karlovic I.,34,75,1190,667,7,6,6,3,7,6,,,,,3,0,Completed,1.53,2.37
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Sela D.,39,68,1090,706,3,6,7,6,6,7,6,3,6,3,3,2,Completed,1.44,2.62
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Struff J.L.,15,105,2145,527,6,1,6,4,6,2,,,,,3,0,Completed,1.22,4
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Falla A.,Kukushkin M.,87,66,612,721,6,7,6,2,6,2,6,3,,,3,1,Completed,1.66,2.1
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,Giraldo S.,51,69,915,703,6,3,6,2,3,6,7,6,,,3,1,Completed,1.36,3
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Mannarino A.,Johnson S.,71,147,692,378,3,6,6,3,6,0,5,7,6,4,3,2,Completed,2.2,1.61
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Golubev A.,8,85,3890,620,6,4,4,1,,,,,,,1,0,Retired,1.04,13
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Dzumhur D.,Hajek J.,188,103,272,540,6,4,6,2,6,1,,,,,3,0,Completed,1.5,2.5
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Thiem D.,Sousa J.,136,50,422,925,5,7,6,4,6,3,7,6,,,3,1,Completed,2,1.72
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Mayer F.,Kudla D.,37,113,1110,497,6,4,6,2,6,4,,,,,3,0,Completed,1.28,3.5
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Gonzalez A.,3,74,5640,672,6,3,6,4,6,4,,,,,3,0,Completed,1.02,17
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Anderson K.,Vesely J.,21,83,1580,636,2,6,6,7,6,4,6,4,6,4,3,2,Completed,1.33,3.25
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Gulbis E.,Monaco J.,24,42,1418,1015,1,6,6,4,7,6,6,2,,,3,1,Completed,1.16,5
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,De Schepper K.,Wu D.,86,203,617,246,7,5,7,5,7,6,,,,,3,0,Completed,1.83,1.83
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Guez D.,9,176,3140,286,7,5,6,4,6,1,,,,,3,0,Completed,1.06,10
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Berdych T.,Nedovyesov A.,7,94,4180,586,6,3,6,4,6,3,,,,,3,0,Completed,1.01,23
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Ebden M.,Mahut N.,67,46,711,958,6,3,7,5,4,6,0,6,6,3,3,2,Completed,2.37,1.53
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Chardy J.,Huta Galung J.,31,100,1255,557,6,2,6,4,6,4,,,,,3,0,Completed,1.1,7
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Fognini F.,Bogomolov A.,16,89,1930,611,6,3,6,2,,,,,,,2,0,Retired,1.66,2.1
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Mayer L.,Montanes A.,98,60,579,766,6,1,6,3,6,1,,,,,3,0,Completed,1.36,3
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Benneteau J.,Carreno-Busta P.,38,63,1090,739,6,3,3,6,4,6,6,1,6,2,3,2,Completed,1.3,3.4
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Rosol L.,18,47,1810,956,6,1,6,7,3,6,7,6,8,6,3,2,Completed,1.8,1.9
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Roger-Vasselin E.,Berlocq C.,40,41,1038,1020,6,4,7,6,6,7,6,2,,,3,1,Completed,1.36,3
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Haas T.,58,12,801,2435,7,5,5,2,,,,,,,1,0,Retired,2.5,1.5
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Janowicz J.,Thompson J.,20,319,1615,139,1,6,4,6,6,4,6,2,6,1,3,2,Completed,1.25,3.75
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Pospisil V.,Groth S.,30,157,1289,334,6,4,6,3,6,4,,,,,3,0,Completed,1.4,2.75
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Andujar P.,Ramos A.,48,84,946,626,6,4,6,2,6,4,,,,,3,0,Completed,2.37,1.53
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Kubot L.,61,72,760,686,3,6,6,3,3,6,6,3,6,4,3,2,Completed,1.57,2.25
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Dolgopolov O.,Berankis R.,56,128,825,433,7,5,7,5,6,2,,,,,3,0,Completed,1.33,3.25
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Tursunov D.,Russell M.,26,92,1314,594,6,2,6,2,6,3,,,,,3,0,Completed,1.11,6.5
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Lacko L.,2,96,12260,582,6,3,7,6,6,1,,,,,3,0,Completed,1,41
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Istomin D.,Baghdatis M.,49,108,945,515,6,4,7,5,6,4,,,,,3,0,Completed,1.57,2.25
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Lajovic D.,Pouille L.,117,193,483,262,6,4,7,6,4,6,6,3,,,3,1,Completed,1.4,2.75
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,Klahn B.,22,93,1460,592,6,7,6,4,6,4,6,3,,,3,1,Completed,1.18,4.5
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Nishikori K.,Matosevic M.,17,54,1915,856,6,3,5,7,6,2,4,6,6,2,3,2,Completed,1.22,4
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Przysiezny M.,Zeballos H.,64,65,730,730,6,3,7,6,7,5,,,,,3,0,Completed,1.5,2.5
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Raonic M.,Gimeno-Traver D.,11,77,2860,662,7,6,6,1,4,6,6,2,,,3,1,Completed,1.04,13
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Lu Y.H.,Wang J.,53,173,860,302,6,3,6,2,6,1,,,,,3,0,Completed,1.22,4
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Hanescu V.,Gojowczyk P.,76,135,665,423,7,6,7,6,6,3,,,,,3,0,Completed,2.75,1.4
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Robert S.,Bedene A.,119,104,479,528,7,6,6,3,6,0,,,,,3,0,Completed,,
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Klizan M.,Isner J.,106,13,518,2310,6,2,7,6,,,,,,,2,0,Retired,7,1.1
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,Volandri F.,10,70,3065,694,7,5,6,3,6,3,,,,,3,0,Completed,,
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Rola B.,Delbonis F.,185,55,276,826,6,4,6,2,7,5,,,,,3,0,Completed,1.66,2.1
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Duckworth J.,6,133,4355,425,6,4,6,4,6,2,,,,,3,0,Completed,1.01,21
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Gabashvili T.,Stakhovsky S.,79,82,651,636,6,7,6,4,6,2,6,0,,,3,1,Completed,4.5,1.18
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Kavcic B.,Stepanek R.,99,44,559,995,6,7,4,6,6,1,2,0,,,1,2,Retired,3.5,1.28
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Bellucci T.,Reister J.,129,88,430,612,4,6,6,3,7,6,,,,,2,1,Retired,1.28,3.5
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,Dancevic F.,28,122,1300,460,7,6,6,3,6,4,,,,,3,0,Completed,1.33,3.25
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Kyrgios N.,Becker B.,183,81,277,640,6,3,6,7,6,2,7,6,,,3,1,Completed,2,1.72
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Zhang Z.,33,253,1235,182,5,7,6,3,6,2,6,3,,,3,1,Completed,1.1,7
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Hewitt L.,25,43,1360,1010,7,6,6,3,5,7,5,7,7,5,3,2,Completed,4,1.22
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Berrer M.,Llodra M.,144,102,391,541,6,4,7,5,6,1,,,,,3,0,Completed,1.61,2.2
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Bautista R.,Smyczek T.,62,90,750,600,6,2,6,1,6,1,,,,,3,0,Completed,1.22,4
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Del Potro J.M.,Williams R.,5,130,5415,428,6,7,6,3,6,4,6,4,,,3,1,Completed,1.01,26
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Millot V.,Odesnik W.,267,139,170,410,7,5,4,6,6,7,6,1,6,3,3,2,Completed,3,1.36
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Devvarman S.,27,97,1310,579,6,4,6,4,7,6,,,,,3,0,Completed,1.2,4.33
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Young D.,Haase R.,91,45,595,977,6,7,7,6,6,2,1,0,,,2,1,Retired,2.2,1.61
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Brands D.,19,59,1790,779,6,7,6,4,3,6,6,3,16,14,3,2,Completed,3,1.36
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Sock J.,Kamke T.,95,78,582,651,7,6,5,7,6,2,6,4,,,3,1,Completed,2.5,1.5
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Soeda G.,4,112,5560,498,6,1,6,1,6,3,,,,,3,0,Completed,1.02,17
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Kokkinakis T.,Sijsling I.,570,73,53,681,7,6,0,6,7,6,6,2,,,3,1,Completed,2.37,1.53
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Granollers M.,36,222,1130,215,4,6,4,6,6,3,6,3,6,2,3,2,Completed,1.16,5
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Harrison R.,32,110,1245,504,6,4,6,4,6,4,,,,,3,0,Completed,1.11,6.5
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Tomic B.,1,57,13130,810,6,4,,,,,,,,,1,0,Retired,1.04,13
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,De Schepper K.,7,86,4180,617,6,4,6,1,6,3,,,,,3,0,Completed,1.02,19
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Dzumhur D.,Dodig I.,188,34,272,1190,4,6,4,6,6,3,4,1,,,1,2,Retired,5.5,1.14
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Mayer F.,Youzhny M.,37,15,1110,2145,6,4,3,6,6,3,3,6,6,3,3,2,Completed,2.5,1.5
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Gasquet R.,Davydenko N.,9,61,3140,760,7,6,6,4,6,4,,,,,3,0,Completed,1.18,4.5
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Janowicz J.,Andujar P.,20,48,1615,946,4,6,7,6,7,6,6,3,,,3,1,Completed,1.25,3.75
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrer D.,Mannarino A.,3,71,5640,692,7,6,5,7,6,0,6,3,,,3,1,Completed,1.04,13
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Chardy J.,Dolgopolov O.,31,56,1255,825,7,5,7,6,6,7,7,6,,,3,1,Completed,2.1,1.66
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Robredo T.,Benneteau J.,18,38,1810,1090,6,3,6,7,6,1,7,6,,,3,1,Completed,1.72,2
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Mayer L.,2,98,12260,579,6,0,6,4,6,4,,,,,3,0,Completed,1.002,34
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Istomin D.,Tursunov D.,49,26,945,1314,7,6,4,6,6,1,6,4,,,3,1,Completed,2,1.72
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Roger-Vasselin E.,Garcia-Lopez G.,40,58,1038,801,7,6,6,4,4,6,6,1,,,3,1,Completed,2.1,1.66
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Querrey S.,Gulbis E.,51,24,915,1418,6,2,6,3,6,4,,,,,3,0,Completed,2.75,1.4
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Anderson K.,Thiem D.,21,136,1580,422,6,4,6,3,6,4,,,,,3,0,Completed,1.44,2.62
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Fognini F.,Nieminen J.,16,39,1930,1090,7,5,6,4,3,6,6,2,,,3,1,Completed,1.72,2
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Wawrinka S.,Falla A.,8,87,3890,612,6,3,6,3,6,7,6,4,,,3,1,Completed,1.07,9
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Pospisil V.,Ebden M.,30,67,1289,711,3,6,7,6,7,6,6,1,,,3,1,Completed,1.4,2.75
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Nishikori K.,Lajovic D.,17,117,1915,483,6,1,6,1,7,6,,,,,3,0,Completed,1.07,9
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Young D.,Seppi A.,91,25,595,1360,6,4,2,6,6,3,4,6,7,5,3,2,Completed,2.62,1.44
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Klizan M.,Rola B.,106,185,518,276,6,4,6,3,5,7,7,6,,,3,1,Completed,1.57,2.25
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Tsonga J.W.,Bellucci T.,10,129,3065,430,7,6,6,4,6,4,,,,,3,0,Completed,1.06,10
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Robert S.,Przysiezny M.,119,64,479,730,7,6,6,1,6,7,6,1,,,3,1,Completed,2.5,1.5
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Kavcic B.,6,99,4355,559,6,2,6,1,7,6,,,,,3,0,Completed,1.02,19
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Kokkinakis T.,1,570,13130,53,6,2,6,4,6,2,,,,,3,0,Completed,1.002,34
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Dimitrov G.,Lu Y.H.,22,53,1460,860,6,3,6,3,7,6,,,,,3,0,Completed,1.4,2.75
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Simon G.,Cilic M.,19,36,1790,1130,4,6,7,6,6,7,6,1,6,2,3,2,Completed,3.5,1.28
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Raonic M.,Hanescu V.,11,76,2860,665,7,6,6,4,6,4,,,,,3,0,Completed,1.12,6
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Lopez F.,Berrer M.,27,144,1310,391,6,4,7,6,6,4,,,,,3,0,Completed,1.25,3.75
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Gabashvili T.,Verdasco F.,79,33,651,1235,7,6,3,6,2,6,6,4,6,4,3,2,Completed,6.5,1.11
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Monfils G.,Sock J.,32,95,1245,582,7,6,7,5,6,2,,,,,3,0,Completed,1.1,7
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Bautista R.,Del Potro J.M.,62,5,750,5415,4,6,6,3,5,7,6,4,7,5,3,2,Completed,11,1.05
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Murray A.,Millot V.,4,267,5560,170,6,2,6,2,7,5,,,,,3,0,Completed,1.002,34
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,5,Paire B.,Kyrgios N.,28,183,1300,277,6,7,6,7,6,4,6,2,6,2,3,2,Completed,1.38,2.87
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,3rd Round,5,Wawrinka S.,Pospisil V.,8,30,3890,1289,,,,,,,,,,,,,Walkover,1.12,6
